category,grouping,num_id,id,name,orderable,sell_value,sell_currency,buy_value,buy_currency,sources,customizable,recipe,recipe_id,games_id,id_full,image_url
Furniture,decoration,5307,rattan-low-table,Rattan Low Table,,725,bells,2900,bells,,,,,nh,item-rattan-low-table,https://villagerdb.com/images/items/thumb/rattan-low-table.108d606.png
Furniture,decoration,5308,rattan-stool,Rattan Stool,TRUE,725,bells,2900,bells,,,,,nh,item-rattan-stool,https://villagerdb.com/images/items/thumb/rattan-stool.b1c1296.png
Furniture,decoration,5309,rattan-table-lamp,Rattan Table Lamp,TRUE,375,bells,1500,bells,,,,,nh,item-rattan-table-lamp,https://villagerdb.com/images/items/thumb/rattan-table-lamp.acde11f.png
Furniture,decoration,5310,rattan-towel-basket,Rattan Towel Basket,TRUE,450,bells,1800,bells,,,,,nh,item-rattan-towel-basket,https://villagerdb.com/images/items/thumb/rattan-towel-basket.c4be941.png
Furniture,decoration,5311,rattan-vanity,Rattan Vanity,,1475,bells,5900,bells,,,,,nh,item-rattan-vanity,https://villagerdb.com/images/items/thumb/rattan-vanity.7c2a9e5.png
Furniture,decoration,5312,rattan-wardrobe,Rattan Wardrobe,TRUE,1725,bells,6900,bells,Nook shopping,,,,nh,item-rattan-wardrobe,https://villagerdb.com/images/items/thumb/rattan-wardrobe.dd17ddd.png
Furniture,decoration,5313,rattan-waste-bin,Rattan Waste Bin,TRUE,250,bells,1000,bells,,,,,nh,item-rattan-waste-bin,https://villagerdb.com/images/items/thumb/rattan-waste-bin.ae591cc.png
Furniture,decoration,5315,ray-model,Ray Model,,9000,bells,,,,,,,nh,item-ray-model,https://villagerdb.com/images/items/thumb/ray-model.f028dfb.png
Fish,critters,5316,ray,Ray,FALSE,3000,bells,,,,,,,nh,item-ray,https://villagerdb.com/images/items/thumb/ray.2d80375.png
Photos,decoration,5317,raymonds-photo,Raymond's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5318,raymonds-poster,Raymond's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,5325,record-box,Record Box,TRUE,650,bells,2600,bells,Nook's Cranny,,,,nh,item-record-box,https://villagerdb.com/images/items/thumb/record-box.56afe78.png
Shoes,clothes,5327,recycled-boots,Recycled Boots,FALSE,40,bells,,,,FALSE,2,boot,nh,item-recycled-boots,https://villagerdb.com/images/items/full/recycled-boots.6add4bf.png
Furniture,decoration,5328,recycled-can-thumb-piano,Recycled-can Thumb Piano,FALSE,890,bells,,,,TRUE,1,empty-can,nh,item-recycled-can-thumb-piano,https://villagerdb.com/images/items/thumb/recycled-can-thumb-piano.5973197.png
Furniture,decoration,5328,recycled-can-thumb-piano,Recycled-can Thumb Piano,FALSE,890,bells,,,,TRUE,1,wood,nh,item-recycled-can-thumb-piano,https://villagerdb.com/images/items/thumb/recycled-can-thumb-piano.5973197.png
Furniture,decoration,5328,recycled-can-thumb-piano,Recycled-can Thumb Piano,FALSE,890,bells,,,,TRUE,1,iron-nugget,nh,item-recycled-can-thumb-piano,https://villagerdb.com/images/items/thumb/recycled-can-thumb-piano.5973197.png
Flooring,decoration,5331,red-and-black-vinyl-flooring,Red-and-black Vinyl Flooring,,287,bells,1150,bells,,,,,nh,,
Flooring,decoration,5332,red-and-blue-checked-rug,Red-and-blue Checked Rug,,500,bells,2000,bells,,,,,nh,,
Flooring,decoration,5333,red-argyle-rug,Red Argyle Rug,,500,bells,2000,bells,,,,,nh,,
Wallpaper,decoration,5336,red-art-deco-wall,Red Art-deco Wall,,695,bells,2780,bells,,,,,nh,,
Flooring,decoration,5340,red-blocks-rug,Red Blocks Rug,,375,bells,1500,bells,,,,,nh,,
Flooring,decoration,5343,red-brick-flooring,Red-brick Flooring,,260,bells,1040,bells,,,,,nh,,
Wallpaper,decoration,5344,red-brick-wall,Red-brick Wall,TRUE,250,bells,1000,bells,Nook's Cranny,,,,nh,,
Flooring,decoration,5347,red-carpet,Red Carpet,,375,bells,1500,bells,,,,,nh,,
Umbrellas,clothes,5351,red-chic-umbrella,Red Chic Umbrella,,405,bells,1620,bells,,,,,nh,item-red-chic-umbrella,https://villagerdb.com/images/items/full/red-chic-umbrella.f7a2d17.png
Furniture,decoration,5352,red-corner,Red Corner,TRUE,1525,bells,6100,bells,Nook's Cranny,,,,nh,item-red-corner,https://villagerdb.com/images/items/thumb/red-corner.c8112d3.png
Flowers,misc,5353,red-cosmos,Red Cosmos,FALSE,40,bells,160,bells,Find on ground,,,,nh,item-red-cosmos,https://villagerdb.com/images/items/thumb/red-cosmos.8e25294.png
Flowers,misc,5353,red-cosmos,Red Cosmos,FALSE,40,bells,160,bells,Nook's Cranny,,,,nh,item-red-cosmos,https://villagerdb.com/images/items/thumb/red-cosmos.8e25294.png
Wallpaper,decoration,5354,red-delicate-blooms-wall,Red Delicate-blooms Wall,TRUE,475,bells,1900,bells,Nook's Cranny,,,,nh,,
Flooring,decoration,5355,red-design-kitchen-mat,Red-design Kitchen Mat,,250,bells,1000,bells,,,,,nh,,
Flooring,decoration,5356,red-dot-flooring,Red Dot Flooring,,200,bells,800,bells,,,,,nh,,
Flooring,decoration,5357,red-dotted-rug,Red Dotted Rug,,500,bells,2000,bells,,,,,nh,,
Wallpaper,decoration,5358,red-dotted-wall,Red Dotted Wall,TRUE,275,bells,1100,bells,Nook's Cranny,,,,nh,,
Furniture,decoration,5360,red-dragonfly-model,Red Dragonfly Model,,540,bells,,,,,,,nh,item-red-dragonfly-model,https://villagerdb.com/images/items/thumb/red-dragonfly-model.bd86a5d.png
Bugs,critters,5361,red-dragonfly,Red Dragonfly,FALSE,180,bells,720,bells,,,,,nh,item-red-dragonfly,https://villagerdb.com/images/items/thumb/red-dragonfly.529e2b6.png
Wallpaper,decoration,5372,red-heart-pattern-wall,Red Heart-pattern Wall,TRUE,320,bells,1280,bells,Nook's Cranny,,,,nh,,
Flowers,misc,5376,red-hyacinths,Red Hyacinths,FALSE,40,bells,160,bells,Find on ground,,,,nh,item-red-hyacinths,https://villagerdb.com/images/items/thumb/red-hyacinths.4166ba7.png
Flowers,misc,5376,red-hyacinths,Red Hyacinths,FALSE,40,bells,160,bells,Nook's Cranny,,,,nh,item-red-hyacinths,https://villagerdb.com/images/items/thumb/red-hyacinths.4166ba7.png
Wallpaper,decoration,5377,red-intricate-wall,Red Intricate Wall,,392,bells,1570,bells,,,,,nh,,
Flooring,decoration,5379,red-kilim-style-carpet,Red Kilim-style Carpet,,500,bells,2000,bells,,,,,nh,,
Furniture,decoration,5381,red-leaf-pile,Red-leaf Pile,,1280,bells,5120,bells,,,,,nh,item-red-leaf-pile,https://villagerdb.com/images/items/thumb/red-leaf-pile.f4f7640.png
Flowers,misc,5383,red-lilies,Red Lilies,FALSE,40,bells,160,bells,Find on ground,,,,nh,item-red-lilies,https://villagerdb.com/images/items/thumb/red-lilies.3353e5c.png
Flowers,misc,5383,red-lilies,Red Lilies,FALSE,40,bells,160,bells,Nook's Cranny,,,,nh,item-red-lilies,https://villagerdb.com/images/items/thumb/red-lilies.3353e5c.png
Flooring,decoration,5385,red-medium-round-mat,Red Medium Round Mat,,375,bells,1500,bells,,,,,nh,,
Flooring,decoration,5386,red-message-mat,Red Message Mat,,250,bells,1000,bells,,,,,nh,,
Flowers,misc,5387,red-mums,Red Mums,FALSE,40,bells,160,bells,Find on ground,,,,nh,item-red-mums,https://villagerdb.com/images/items/thumb/red-mums.b559553.png
Flowers,misc,5387,red-mums,Red Mums,FALSE,40,bells,160,bells,Nook's Cranny,,,,nh,item-red-mums,https://villagerdb.com/images/items/thumb/red-mums.b559553.png
Usables,misc,5391,red-ornament,Red Ornament,,50,bells,,,,,,,nh,item-red-ornament,https://villagerdb.com/images/items/thumb/red-ornament.2e8bb1c.png
Flowers,misc,5392,red-pansies,Red Pansies,FALSE,40,bells,160,bells,Find on ground,,,,nh,item-red-pansies,https://villagerdb.com/images/items/thumb/red-pansies.42112a3.png
Flowers,misc,5392,red-pansies,Red Pansies,FALSE,40,bells,160,bells,Nook's Cranny,,,,nh,item-red-pansies,https://villagerdb.com/images/items/thumb/red-pansies.42112a3.png
Wallpaper,decoration,5394,red-perforated-board-wall,Red Perforated-board Wall,,295,bells,1180,bells,,,,,nh,,
Flooring,decoration,5395,red-persian-rug,Red Persian Rug,,500,bells,2000,bells,,,,,nh,,
Flooring,decoration,5405,red-rose-rug,Red Rose Rug,TRUE,375,bells,1500,bells,,,,,nh,,
Flowers,misc,5407,red-roses,Red Roses,FALSE,40,bells,160,bells,Find on ground,,,,nh,item-red-roses,https://villagerdb.com/images/items/thumb/red-roses.b374aa1.png
Flowers,misc,5407,red-roses,Red Roses,FALSE,40,bells,160,bells,Nook's Cranny,,,,nh,item-red-roses,https://villagerdb.com/images/items/thumb/red-roses.b374aa1.png
Flooring,decoration,5410,red-small-round-mat,Red Small Round Mat,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,5412,red-snapper-model,Red Snapper Model,,9000,bells,,,,,,,nh,item-red-snapper-model,https://villagerdb.com/images/items/thumb/red-snapper-model.5a8e689.png
Fish,critters,5413,red-snapper,Red Snapper,FALSE,3000,bells,,,Sea,,,,nh,item-red-snapper,https://villagerdb.com/images/items/thumb/red-snapper.a40fd2c.png
Furniture,decoration,5414,red-steel-staircase,Red Steel Staircase,,,,228000,bells,,,,,nh,item-red-steel-staircase,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
Flowers,misc,5426,red-tulip,Red Tulip,,,,,,Pick from flower which regrows (speculated),,,,nh,item-red-tulip,https://villagerdb.com/images/items/thumb/red-tulip.428218b.png
Flowers,misc,5427,red-tulips,Red Tulips,FALSE,40,bells,160,bells,Find on ground,,,,nh,item-red-tulips,https://villagerdb.com/images/items/thumb/red-tulips.5678253.png
Flowers,misc,5427,red-tulips,Red Tulips,FALSE,40,bells,160,bells,Nook's Cranny,,,,nh,item-red-tulips,https://villagerdb.com/images/items/thumb/red-tulips.5678253.png
Wallpaper,decoration,5428,red-two-toned-tile-wall,Red Two-toned Tile Wall,,462,bells,1850,bells,,,,,nh,,
Umbrellas,clothes,5429,red-umbrella,Red Umbrella,,192,bells,770,bells,,,,,nh,item-red-umbrella,https://villagerdb.com/images/items/full/red-umbrella.61dcf93.png
Flooring,decoration,5431,red-vinyl-sheet,Red Vinyl Sheet,TRUE,375,bells,1500,bells,Saharah,,,,nh,,
Flooring,decoration,5434,red-wavy-rug,Red Wavy Rug,,500,bells,2000,bells,,,,,nh,,
Flowers,misc,5436,red-windflowers,Red Windflowers,FALSE,40,bells,160,bells,Find on ground,,,,nh,item-red-windflowers,https://villagerdb.com/images/items/thumb/red-windflowers.d030d2d.png
Flowers,misc,5436,red-windflowers,Red Windflowers,FALSE,40,bells,160,bells,Nook's Cranny,,,,nh,item-red-windflowers,https://villagerdb.com/images/items/thumb/red-windflowers.d030d2d.png
Usables,misc,5438,red-wrapping-paper,Red Wrapping Paper,,40,bells,,,,,,,nh,item-red-wrapping-paper,https://villagerdb.com/images/items/thumb/red-wrapping-paper.8473eae.png
Furniture,decoration,5443,red-zen-bridge,Red Zen Bridge,,,,228000,bells,,,,,nh,item-red-zen-bridge,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
Photos,decoration,5444,redds-poster,Redd's Poster,,250,bells,1000,bells,,,,,nh,,
Photos,decoration,5446,reeses-poster,Reese's Poster,,250,bells,1000,bells,,,,,nh,,
Accessories,clothes,5447,reflector,Reflector,,140,bells,560,bells,,,,,nh,item-reflector,https://villagerdb.com/images/items/full/reflector.c634258.png
Furniture,decoration,5448,refrigerator,Refrigerator,TRUE,1275,bells,5100,bells,Nook's Cranny,TRUE,,,nh,item-refrigerator,https://villagerdb.com/images/items/thumb/refrigerator.46834ae.png
Tops,clothes,5465,reindeer-sweater,Reindeer Sweater,,420,bells,1680,bells,,,,,nh,item-reindeer-sweater,https://villagerdb.com/images/items/full/reindeer-sweater.cc4ef34.png
Tops,clothes,5467,relay-tank,Relay Tank,,240,bells,960,bells,,,,,nh,item-relay-tank,https://villagerdb.com/images/items/full/relay-tank.288464d.png
Dresses,clothes,5468,renaissance-dress,Renaissance Dress,TRUE,1500,bells,6000,bells,Able Sisters,,,,nh,item-renaissance-dress,https://villagerdb.com/images/items/full/renaissance-dress.c379e6e.png
Photos,decoration,5469,renees-photo,Renée's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5470,renees-poster,Renée's Poster,,250,bells,1000,bells,,,,,nh,,
Photos,decoration,5471,reneighs-photo,Reneigh's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5472,reneighs-poster,Reneigh's Poster,,250,bells,1000,bells,,,,,nh,,
Photos,decoration,5474,resettis-poster,Resetti's Poster,,250,bells,1000,bells,,,,,nh,,
Shoes,clothes,5475,restroom-slippers,Restroom Slippers,,87,bells,350,bells,,,,,nh,item-restroom-slippers,https://villagerdb.com/images/items/full/restroom-slippers.99460fc.png
Dresses,clothes,5476,retro-a-line-dress,Retro A-line Dress,TRUE,637,bells,2550,bells,Able Sisters,,,,nh,item-retro-a-line-dress,https://villagerdb.com/images/items/full/retro-a-line-dress.971b843.png
Tops,clothes,5477,retro-coat,Retro Coat,,595,bells,2380,bells,,,,,nh,item-retro-coat,https://villagerdb.com/images/items/full/retro-coat.3252949.png
Flooring,decoration,5478,retro-dotted-rug,Retro Dotted Rug,,500,bells,2000,bells,,,,,nh,,
Dresses,clothes,5479,retro-dress,Retro Dress,,637,bells,2550,bells,,,,,nh,item-retro-dress,https://villagerdb.com/images/items/full/retro-dress.84db8bb.png
Furniture,decoration,5480,retro-fan,Retro Fan,,525,bells,2100,bells,,,,,nh,item-retro-fan,https://villagerdb.com/images/items/thumb/retro-fan.59548e9.png
Wallpaper,decoration,5481,retro-flower-print-wall,Retro Flower-print Wall,TRUE,415,bells,1660,bells,Nook's Cranny,,,,nh,,
Furniture,decoration,5483,retro-gas-pump,Retro Gas Pump,TRUE,675,bells,2700,bells,Nook shopping,,,,nh,item-retro-gas-pump,https://villagerdb.com/images/items/thumb/retro-gas-pump.2038e2c.png
Furniture,decoration,5485,retro-radiator,Retro Radiator,,325,bells,1300,bells,,,,,nh,item-retro-radiator,https://villagerdb.com/images/items/thumb/retro-radiator.f685ebe.png
Accessories,clothes,5487,retro-shades,Retro Shades,,390,bells,1560,bells,,,,,nh,item-retro-shades,https://villagerdb.com/images/items/full/retro-shades.ed0c1cb.png
Dresses,clothes,5490,retro-sleeveless-dress,Retro Sleeveless Dress,,400,bells,1600,bells,,,,,nh,item-retro-sleeveless-dress,https://villagerdb.com/images/items/full/retro-sleeveless-dress.fa01916.png
Accessories,clothes,5491,retro-sports-bag,Retro Sports Bag,,350,bells,1400,bells,,,,,nh,item-retro-sports-bag,https://villagerdb.com/images/items/full/retro-sports-bag.b289bea.png
Furniture,decoration,5492,retro-stereo,Retro Stereo,TRUE,1500,bells,6000,bells,Nook's Cranny,,,,nh,item-retro-stereo,https://villagerdb.com/images/items/thumb/retro-stereo.c1ab9d3.png
Tops,clothes,5493,retro-sweater,Retro Sweater,,300,bells,1200,bells,,,,,nh,item-retro-sweater,https://villagerdb.com/images/items/full/retro-sweater.fa2c5c0.png
Furniture,decoration,5496,revolving-spice-rack,Revolving Spice Rack,TRUE,350,bells,1400,bells,,,,,nh,item-revolving-spice-rack,https://villagerdb.com/images/items/thumb/revolving-spice-rack.e09fbf9.png
Photos,decoration,5497,rexs-photo,Rex's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5498,rexs-poster,Rex's Poster,,250,bells,1000,bells,,,,,nh,,
Accessories,clothes,5499,rhinestone-shades,Rhinestone Shades,TRUE,260,bells,1040,bells,Able Sisters,,,,nh,item-rhinestone-shades,https://villagerdb.com/images/items/full/rhinestone-shades.eb19711.png
Photos,decoration,5500,rhondas-photo,Rhonda's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5501,rhondas-poster,Rhonda's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,5504,ribbon-eel-model,Ribbon Eel Model,,1800,bells,,,,,,,nh,item-ribbon-eel-model,https://villagerdb.com/images/items/thumb/ribbon-eel-model.02099eb.png
Fish,critters,5505,ribbon-eel,Ribbon Eel,FALSE,600,bells,,,,,,,nh,item-ribbon-eel,https://villagerdb.com/images/items/thumb/ribbon-eel.d1f368d.png
Shoes,clothes,5507,ribbon-sandals,Ribbon Sandals,,325,bells,1300,bells,,,,,nh,item-ribbon-sandals,https://villagerdb.com/images/items/full/ribbon-sandals.5f14552.png
Tops,clothes,5509,ribbon-straps-tank,Ribbon-straps Tank,,240,bells,960,bells,,,,,nh,item-ribbon-straps-tank,https://villagerdb.com/images/items/full/ribbon-straps-tank.51b6b10.png
Hats,clothes,5511,ribbon,Ribbon,,122,bells,490,bells,,,,,nh,item-ribbon,https://villagerdb.com/images/items/full/ribbon.02a5958.png
Hats,clothes,5512,ribboned-garden-hat,Ribboned Garden Hat,,175,bells,700,bells,,,,,nh,item-ribboned-garden-hat,https://villagerdb.com/images/items/full/ribboned-garden-hat.3766557.png
Hats,clothes,5513,ribboned-straw-hat,Ribboned Straw Hat,,122,bells,490,bells,,,,,nh,item-ribboned-straw-hat,https://villagerdb.com/images/items/full/ribboned-straw-hat.c5d8e47.png
Photos,decoration,5514,ribbots-photo,Ribbot's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5515,ribbots-poster,Ribbot's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,5519,rice-cooker,Rice Cooker,TRUE,625,bells,2500,bells,,,,,nh,item-rice-cooker,https://villagerdb.com/images/items/thumb/rice-cooker.df6f39b.png
Furniture,decoration,5520,rice-grasshopper-model,Rice Grasshopper Model,,1200,bells,,,,,,,nh,item-rice-grasshopper-model,https://villagerdb.com/images/items/thumb/rice-grasshopper-model.a665970.png
Bugs,critters,5521,rice-grasshopper,Rice Grasshopper,FALSE,400,bells,1600,bells,,,,,nh,item-rice-grasshopper,https://villagerdb.com/images/items/thumb/rice-grasshopper.18db927.png
Wallpaper,decoration,5522,rice-paddy-wall,Rice-paddy Wall,,750,bells,3000,bells,,,,,nh,,
Photos,decoration,5525,rickys-photo,Ricky's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5526,rickys-poster,Ricky's Poster,,250,bells,1000,bells,,,,,nh,,
Fossils,critters,5527,right-megalo-side,Right Megalo Side,FALSE,5500,bells,,,Underground (dig spot),,,,nh,item-right-megalo-side,https://villagerdb.com/images/items/thumb/right-megalo-side.47f076d.png
Fossils,critters,5529,right-ptera-wing,Right Ptera Wing,FALSE,4500,bells,,,Underground (dig spot),,,,nh,item-right-ptera-wing,https://villagerdb.com/images/items/thumb/right-ptera-wing.f33452a.png
Fossils,critters,5530,right-quetzal-wing,Right Quetzal Wing,FALSE,5000,bells,,,Underground (dig spot),,,,nh,item-right-quetzal-wing,https://villagerdb.com/images/items/thumb/right-quetzal-wing.561d778.png
Accessories,clothes,5533,rimmed-glasses,Rimmed Glasses,TRUE,157,bells,630,bells,Able Sisters,,,,nh,item-rimmed-glasses,https://villagerdb.com/images/items/full/rimmed-glasses.f7d447f.png
Furniture,decoration,5534,ring,Ring,,17250,bells,69000,bells,,,,,nh,item-ring,https://villagerdb.com/images/items/thumb/ring.272f2eb.png
Wallpaper,decoration,5535,ringside-seating,Ringside Seating,FALSE,750,bells,3000,bells,Saharah,,,,nh,,
Furniture,decoration,5537,ringtoss,Ringtoss,FALSE,480,bells,,,,TRUE,2,wood,nh,item-ringtoss,https://villagerdb.com/images/items/thumb/ringtoss.dbc51a1.png
Furniture,decoration,5537,ringtoss,Ringtoss,FALSE,480,bells,,,,TRUE,2,softwood,nh,item-ringtoss,https://villagerdb.com/images/items/thumb/ringtoss.dbc51a1.png
Photos,decoration,5538,rizzos-photo,Rizzo's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5539,rizzos-poster,Rizzo's Poster,,250,bells,1000,bells,,,,,nh,,
Photos,decoration,5540,roalds-photo,Roald's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5541,roalds-poster,Roald's Poster,,250,bells,1000,bells,,,,,nh,,
Photos,decoration,5543,robins-photo,Robin's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5544,robins-poster,Robin's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,5558,robot-hero,Robot Hero,FALSE,250000,bells,,,,TRUE,1,rocket,nh,item-robot-hero,https://villagerdb.com/images/items/thumb/robot-hero.922e3b3.png
Furniture,decoration,5558,robot-hero,Robot Hero,FALSE,250000,bells,,,,TRUE,1,gold-armor,nh,item-robot-hero,https://villagerdb.com/images/items/thumb/robot-hero.922e3b3.png
Furniture,decoration,5558,robot-hero,Robot Hero,FALSE,250000,bells,,,,TRUE,30,rusted-part,nh,item-robot-hero,https://villagerdb.com/images/items/thumb/robot-hero.922e3b3.png
Furniture,decoration,5558,robot-hero,Robot Hero,FALSE,250000,bells,,,,TRUE,90,iron-nugget,nh,item-robot-hero,https://villagerdb.com/images/items/thumb/robot-hero.922e3b3.png
Furniture,decoration,5558,robot-hero,Robot Hero,FALSE,250000,bells,,,,TRUE,10,gold-nugget,nh,item-robot-hero,https://villagerdb.com/images/items/thumb/robot-hero.922e3b3.png
Furniture,decoration,5559,robust-cicada-model,Robust Cicada Model,,900,bells,,,,,,,nh,item-robust-cicada-model,https://villagerdb.com/images/items/thumb/robust-cicada-model.1992e20.png
Bugs,critters,5560,robust-cicada,Robust Cicada,FALSE,300,bells,1200,bells,,,,,nh,item-robust-cicada,https://villagerdb.com/images/items/thumb/robust-cicada.ab947a4.png
Photos,decoration,5562,roccos-photo,Rocco's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5563,roccos-poster,Rocco's Poster,,250,bells,1000,bells,,,,,nh,,
Wallpaper,decoration,5564,rock-climbing-wall,Rock-climbing Wall,FALSE,750,bells,3000,bells,Saharah,,,,nh,,
Furniture,decoration,5565,rock-guitar,Rock Guitar,TRUE,775,bells,3100,bells,,,,,nh,item-rock-guitar,https://villagerdb.com/images/items/thumb/rock-guitar.d1293f5.png
Furniture,decoration,5566,rocket-lamp,Rocket Lamp,TRUE,375,bells,1500,bells,Nook shopping,,,,nh,item-rocket-lamp,https://villagerdb.com/images/items/thumb/rocket-lamp.d060733.png
Furniture,decoration,5567,rocket,Rocket,,20000,bells,80000,bells,,,,,nh,item-rocket,https://villagerdb.com/images/items/thumb/rocket.233b645.png
Photos,decoration,5568,rockets-photo,Rocket's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5569,rockets-poster,Rocket's Poster,,250,bells,1000,bells,,,,,nh,,
Music,misc,5570,rockin-kk,Rockin' K.K.,,800,bells,3200,bells,,,,,nh,,
Furniture,decoration,5571,rocking-chair,Rocking Chair,FALSE,960,bells,,,,TRUE,3,wood,nh,item-rocking-chair,https://villagerdb.com/images/items/thumb/rocking-chair.9d2ac82.png
Furniture,decoration,5571,rocking-chair,Rocking Chair,FALSE,960,bells,,,,TRUE,5,softwood,nh,item-rocking-chair,https://villagerdb.com/images/items/thumb/rocking-chair.9d2ac82.png
Furniture,decoration,5572,rocking-horse,Rocking Horse,FALSE,600,bells,,,,TRUE,5,softwood,nh,item-rocking-horse,https://villagerdb.com/images/items/thumb/rocking-horse.abbc49f.png
Flooring,decoration,5573,rocky-mountain-flooring,Rocky-mountain Flooring,,750,bells,3000,bells,,,,,nh,,
Photos,decoration,5587,rodeos-photo,Rodeo's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5588,rodeos-poster,Rodeo's Poster,,250,bells,1000,bells,,,,,nh,,
Photos,decoration,5589,rodneys-photo,Rodney's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5590,rodneys-poster,Rodney's Poster,,250,bells,1000,bells,,,,,nh,,
Photos,decoration,5591,rods-photo,Rod's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5592,rods-poster,Rod's Poster,,250,bells,1000,bells,,,,,nh,,
Photos,decoration,5593,rolfs-photo,Rolf's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5594,rolfs-poster,Rolf's Poster,,250,bells,1000,bells,,,,,nh,,
Photos,decoration,5602,rooneys-photo,Rooney's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5603,rooneys-poster,Rooney's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,5605,rope-fence,Rope Fence,FALSE,300,bells,,,,FALSE,4,iron-nugget,nh,item-rope-fence,https://villagerdb.com/images/items/thumb/rope-fence.3017085.png
Photos,decoration,5607,rorys-photo,Rory's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5608,rorys-poster,Rory's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,5609,rosalia-batesi-beetle-model,Rosalia Batesi Beetle Model,,9000,bells,,,,,,,nh,item-rosalia-batesi-beetle-model,https://villagerdb.com/images/items/thumb/rosalia-batesi-beetle-model.b1baf5b.png
Bugs,critters,5610,rosalia-batesi-beetle,Rosalia Batesi Beetle,FALSE,3000,bells,12000,bells,,,,,nh,item-rosalia-batesi-beetle,https://villagerdb.com/images/items/thumb/rosalia-batesi-beetle.992e2aa.png
Photos,decoration,5611,roscoes-photo,Roscoe's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5612,roscoes-poster,Roscoe's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,5613,rose-bed,Rose Bed,,1400,bells,5600,bells,,TRUE,10,red-roses,nh,item-rose-bed,https://villagerdb.com/images/items/thumb/rose-bed.cd3bbb7.png
Furniture,decoration,5613,rose-bed,Rose Bed,,1400,bells,5600,bells,,TRUE,5,wood,nh,item-rose-bed,https://villagerdb.com/images/items/thumb/rose-bed.cd3bbb7.png
Hats,clothes,5614,rose-crown,Rose Crown,FALSE,480,bells,,,,FALSE,2,red-rose,nh,item-rose-crown,https://villagerdb.com/images/items/full/rose-crown.ecf5443.png
Hats,clothes,5614,rose-crown,Rose Crown,FALSE,480,bells,,,,FALSE,2,yellow-rose,nh,item-rose-crown,https://villagerdb.com/images/items/full/rose-crown.ecf5443.png
Hats,clothes,5614,rose-crown,Rose Crown,FALSE,480,bells,,,,FALSE,2,white-rose,nh,item-rose-crown,https://villagerdb.com/images/items/full/rose-crown.ecf5443.png
Flooring,decoration,5615,rose-flooring,Rose Flooring,TRUE,550,bells,2200,bells,Nook's Cranny,,,,nh,,
Wallpaper,decoration,5622,rose-wall,Rose Wall,TRUE,430,bells,1720,bells,Nook's Cranny,,,,nh,,
Tools,misc,5623,rose-wand,Rose Wand,FALSE,1580,bells,,,,,,,nh,item-rose-wand,https://villagerdb.com/images/items/thumb/rose-wand.825e915.png
Furniture,decoration,5624,rose-wreath,Rose Wreath,FALSE,720,bells,,,,FALSE,3,red-rose,nh,item-rose-wreath,https://villagerdb.com/images/items/thumb/rose-wreath.aa27be9.png
Furniture,decoration,5624,rose-wreath,Rose Wreath,FALSE,720,bells,,,,FALSE,3,white-rose,nh,item-rose-wreath,https://villagerdb.com/images/items/thumb/rose-wreath.aa27be9.png
Furniture,decoration,5624,rose-wreath,Rose Wreath,FALSE,720,bells,,,,FALSE,3,yellow-rose,nh,item-rose-wreath,https://villagerdb.com/images/items/thumb/rose-wreath.aa27be9.png
Flooring,decoration,5625,rosewood-flooring,Rosewood Flooring,TRUE,605,bells,2420,bells,Nook's Cranny,,,,nh,,
Photos,decoration,5626,rosies-photo,Rosie's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,5627,rosies-poster,Rosie's Poster,,250,bells,1000,bells,,,,,nh,,
